gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_0001	0.0	0.7345872811987113	3.1298387599020305	0.0	0.0	0.5048098820231111
gene_0002	0.0	0.0	0.0	0.0	0.0	0.0
gene_0003	0.0	0.0	0.0	0.0	0.0	0.0
gene_0004	0.0	0.0	0.0	0.0	0.0	0.0
gene_0005	0.9484900925597092	2.79952948110375	4.9699539363273715	4.689761531093474	4.372025789834997	8.657290732648313
gene_0006	0.0	0.0	0.0	0.0	0.0	0.0
gene_0007	0.0	0.0	0.0	0.0	0.0	0.0
gene_0008	0.0	0.0	0.0	0.0	0.0	0.0
gene_0009	1.4567890159344892	1.242912795890639	1.5743822333445212	3.2263526985766515	3.7771923490411194	3.878221950780726
gene_0010	8.547800997904366	7.956959611412242	8.130974856965283	159.9536351030811	159.68121891295667	147.9037844078586
gene_0011	17.14656790532881	12.22701198311013	13.439088359403893	147.00008901269985	166.23260873913978	154.75079778124265
gene_0012	181.6308997743093	204.34281000666138	218.8544519804776	257.8858641760778	215.59582752581701	206.2115417027723
gene_0013	90.20229840345422	95.14457236483591	92.45514308593228	60.58526046819504	78.57624083850328	67.67770418334253
gene_0014	33.766624428363244	37.63920079191727	34.131627987374294	34.733449219019654	26.965999454088788	25.379994247480028
gene_0015	20.851171245913925	21.18713145886408	23.284318810659734	44.5065999257102	49.06920140156142	44.09551564241831
gene_0016	14.974090825908117	13.259097500973425	18.133467290334785	45.52005184093583	36.811974053638316	36.784185270733765
gene_0017	10.206895834989531	8.340755026159597	8.309707295780974	1337.8748954578637	1265.5816247140128	1144.9879982922625
gene_0018	79.28118972655977	63.09252099545539	60.38113679020181	112.3080243869364	95.40783174497614	97.15465391431269
gene_0019	17.758395373244593	17.429274847945187	16.20119621438473	24.0588943177502	24.14447666624662	23.7217292557177
gene_0020	96.31782488513727	81.32803154518203	85.60594745791417	168.79344134178538	202.9590965849139	176.81630341388444
gene_0021	17.623603997350013	16.557021171331737	16.755416347630376	36.83195820875372	30.747371203280423	29.75789535310596
gene_0022	13.147930079206498	14.12459236192514	13.576031474866644	19.279712532989144	18.461558110481878	17.15786396763945
gene_0023	74.90680579727854	71.70559544877504	67.36166978069258	117.61843100460901	108.64982698124162	93.93281695493906
gene_0024	54.260469259046424	70.46743576760251	59.70660877560855	152.02995714160375	132.91633617436585	159.03330418437992
gene_0025	506.135945620042	473.7937609609805	542.9660143408599	419.7062315268362	309.3984399591752	332.2003276260859
gene_0026	29.57816877701149	31.381176125254107	32.844060727055044	41.0453577599413	36.733916432659434	35.9031577924376
gene_0027	224.1218248039286	232.68228715450238	229.4111621801267	173.00071833951588	137.47708980007596	158.43142641119076
gene_0028	28.318253324879176	31.083781574839975	32.55581404817393	33.437176951515575	29.78017967822946	30.219513674372976
gene_0029	46.64906092064319	47.57875039378435	49.21280893474182	42.37198198029835	40.41140730058451	30.488431601017155
gene_0030	88.55911477179255	71.43725274975763	78.78113278550931	109.56093512701456	95.18524719583621	114.47218458054444
gene_0031	3231.454629118396	3503.0649300189525	3759.1362605032505	1606.8907798337807	2098.6035455435945	2027.2882732772757
gene_0032	19.428748670174688	14.336300165329689	12.21646741768212	9.606447007239858	5.117486408378291	13.792708712050809
gene_0033	15.731486796372788	13.266427018663295	12.717889587810863	18.149493786066348	18.646363723064933	18.233431559640728
gene_0034	101.57559845293491	104.37988923076121	113.2719663628688	78.07185446154122	64.09997502602484	64.05355227357032
gene_0035	161.17144609703038	188.1828784513271	200.7455073005292	144.29783709977636	136.18228287739277	131.84697980476994
gene_0036	18.899482758125103	19.462763362380343	19.153174204274034	27.041596230724608	23.796311798959053	26.117818861637097
gene_0037	19.203487816027735	17.92730095553425	18.4476526907108	81.76308479350445	89.09247171107857	80.85249675649384
gene_0038	58.49839901324437	62.83254313839322	59.49091987691178	34.22986864648685	34.19010315942393	42.12551429296306
gene_0039	18.068736263262462	18.010920260337876	20.928737602397526	48.32716981273736	43.209092477057226	41.149976067231286
gene_0040	20.34018931081232	16.410448191877386	18.49593501060808	23.74050548175527	22.097319760750413	20.066358648093445
gene_0041	79.11452318660116	74.94969128806683	67.39762956704288	190.96205533883298	188.21941535899816	209.1281887526929
gene_0042	37.39770141445174	38.61548677005142	40.692510751901075	23.063304160044606	22.20126916026071	21.785358529563947
gene_0043	5.92044288399274	5.964876496009573	4.772658978552561	14.073717260134005	11.095948790944991	12.124025616452979
gene_0044	26.43644618670716	25.104940900203285	26.98191785890097	67.44068013479584	62.97242817027332	65.04533132526034
gene_0045	27.094221043731817	29.136732762265552	27.881954704884368	23.645367227997223	23.632522042230722	24.36973428253309
gene_0047	163.619175282963	159.81939311343427	178.04738561080032	98.94327503873755	107.48388391277922	97.69140032858324
gene_0048	10.191975190280358	10.553553554853771	9.713906485438741	10.09256712041959	10.218936125365424	10.378834928168754
gene_0049	200.8165688206451	203.73391619161416	208.45687056356266	105.53608975322105	89.75801818905607	88.24740961292959
gene_0050	37.09090648636246	40.753285701637004	39.84502259106938	42.159567946831295	34.14786056092579	31.48434914772326
gene_0051	39.817342441716	40.942283479316245	43.83641709423643	49.39639636538967	41.36431287249446	37.97579925133525
gene_0052	36.78664867969603	38.587825894105954	34.77182143236468	40.717146147452766	30.398482138390804	34.198602396817165
gene_0053	32.77485729731942	38.67128317564859	41.818737847630935	24.72896340909624	23.964483613792687	26.38612712846772
gene_0054	1.293263331726352	0.2726535614265156	0.9680738495606996	2.74048948366045	3.893057145023976	6.183146806497798
gene_0055	19.750890781507724	20.469109484396665	21.442586080335932	42.647338924550716	45.301256802243344	42.85192330877392
gene_0056	76.42279960405034	70.7866091339384	80.98211734740221	144.06146133026942	149.78705697353158	143.48506542900296
gene_0057	32.52372527387243	28.332113201732795	30.454635233330052	44.91814513135237	46.60111060629482	45.047971847037374
gene_0058	59.99385087411364	50.34505409621637	53.009606340398	58.164034614147575	53.913518919516605	52.01513698439697
gene_0059	51.3282655754418	48.27378314291187	53.16871410602046	73.10521946642548	68.5755783369017	67.70171939940492
gene_0060	408.0332340969649	397.1699562258298	424.2516248153278	168.8789063753761	168.8835293073803	192.98817889758467
gene_0061	20.39708246971055	22.221265256261017	20.4681122096575	32.66601202781349	28.256536374695788	29.760397278055773
gene_0062	16.337453841276446	18.98253833632014	17.632269774913663	34.76341113348675	29.223540805739187	30.540997862398218
gene_0063	48.87824809677409	38.63081498396146	38.11381212939671	67.19586521987264	58.57553673589921	53.32928088280304
gene_0064	48.42542382113892	38.189310138900844	35.20675409065676	153.1399600802374	161.4322659728378	170.66125438686842
gene_0065	204.3886370520275	202.87192169142	202.50491476393898	118.10889399179004	99.88575323019849	97.27873393208321
gene_0067	253.46811989833185	219.03324913558683	218.2149868208211	1716.4016654335278	2100.8356139775674	1947.5942089421098
gene_0068	1817.6392179806858	1894.2823512656132	2143.5867506726768	1266.4886037515853	1172.9550791725228	1206.295645038492
gene_0070	14.502227536788434	14.430751084065978	14.207831452956578	21.410447251430007	20.84121425529747	19.689960974816735
gene_0071	27.70228298760308	28.82448361406468	27.291511047081418	36.93641639992999	37.98664760327658	36.72285358820664
gene_0072	60.00605005947657	57.69298868384805	61.248239732354435	45.95676809019068	47.00506034362282	39.36395280042437
gene_0073	295.39646103121504	296.95690842457907	285.75427877905537	235.0814024453499	209.84020404536622	221.83870265505612
gene_0074	46.54709576016091	43.609883570835436	44.34549062624657	37.4283973560766	33.43744046692139	37.90803013365586
gene_0075	59.64813257325656	57.232261962267124	67.17747704867965	89.8506535998699	85.95238023846947	84.94521913496611
gene_0076	45.60828356306587	43.959459528690275	38.419904777348115	49.273647874091395	45.69581613568224	41.385265219336716
gene_0077	1.056651243465641	1.188104408020639	1.107340613883467	0.9951540759379635	0.7289318568324967	0.45926312575034917
gene_0078	0.0	0.0	0.0	0.0	0.1798663023352914	0.0
gene_0080	64.21611902013936	70.35690745926023	72.09723177181834	73.261561120002	71.61237494428521	62.80261532267804
gene_0081	477.32068760605387	523.1768901376372	546.683600853485	250.59162795758695	206.95815147628883	189.41387599350554
gene_0082	20.997308195840166	22.119332846828627	23.017954090885002	30.50854806427704	20.921833768197946	21.01444807045749
gene_0083	8.215869822269768	9.982476084351104	8.609999173180064	12.115618122977036	13.09814085344413	13.469363159826907
gene_0084	23.661440344748463	12.697865860720581	12.398260087588104	76.2225825038734	90.65261637698687	71.98949496136721
gene_0085	15.391886446482838	12.83895325917303	14.72763016465011	19.853323814962373	22.47429447679466	16.627876613972365
gene_0088	72.47911156449914	62.52084800914117	59.64155314861334	124.50389511078097	121.6704077856381	115.17579702345091
gene_0089	27.423472059135932	23.261409587405147	26.59031099635916	10.560278624979986	6.750726751477745	10.396935442518542
gene_0090	16.86415384571163	15.999310984507932	15.148419597925828	5.294219683989967	4.230455430926054	8.144266096639525
gene_0091	5.6401852326794755	4.459116773831643	6.121852959027996	8.299884538027747	9.285071493462283	6.741491166950778
gene_0092	14.608765489446245	17.398777902774583	13.698038998124417	13.939567784973582	17.55188955384214	14.035862847400034
gene_0093	13.39397600910444	13.242323771899734	14.953926807545482	155.53694093408023	119.9038966614216	109.20182375217968
gene_0094	0.0	0.0	4.675438147507972	11.029624341645762	0.0	2.2622961379554236
gene_0095	25.074360668110224	29.75294725649078	28.400632481393043	35.482180914041244	35.62441968220951	33.85452916958861
gene_0096	0.9790169193358508	1.0980599216357851	0.9439034751633454	2.258993281936551	1.9082434689238945	1.9063301656633478
gene_0098	1.2045824175508308	1.333275915375661	1.8935524497407286	1.9853323814962374	0.7932103932986352	1.2216399144959287
gene_0099	1.1809631544615986	2.1785554172804917	1.8564239703340477	10.705223625715004	8.943058355817945	8.683224882446552
gene_0100	3.34606227097453	6.035405378243733	9.350876295015944	19.608221051814688	15.668353447874274	18.475418459969294
gene_0101	5.7912616228405325	5.507834978047603	4.855262691642894	7.211677454152999	7.118554811654418	6.003785904574009
gene_0102	27.114497040709118	24.88333360348018	25.072258161762484	46.44125558228903	42.711328869926504	44.906435696792336
gene_0103	0.0	0.0	0.595456745201487	0.0	0.0	0.0
gene_0104	0.7213068368567848	0.7983688116021922	0.8503978067697884	1.7832326779906322	1.4249288502370692	1.8288022672094741
gene_0105	0.0	0.0	0.0	0.0	0.0	1.4205115284836378
gene_0107	99.05703129098201	97.68332848691392	97.4010058749884	127.98843271574728	128.84635830231636	112.86216468947158
gene_0108	13.880697492054578	13.14373553238782	14.047124998076619	26.41218647984608	22.282072373571946	22.233604774208793
gene_0109	33.303776040793366	35.64661301525204	36.16159192213197	59.19806189617687	54.670924677006624	49.52307639493044
gene_0110	18.549873610022416	19.41954653771415	21.322967913346027	23.78959398424269	23.666527615262456	22.281112973722667
gene_0111	35.98906401512235	35.22549646372383	36.16024185336504	57.07321014568239	56.355399606022125	54.309043426769726
